title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
These Days - Live,R.E.M.,spotify:track:7EvdTLXsCIWEAI9im2rjNK,0.265,0.979,11.0,-4.414,0.0,0.184,0.0082,0.00011,0.979,0.528,165.089,216259.0,4.0,0
World Leader Pretend - Live,R.E.M.,spotify:track:61f8CenQiKHYPYzGQdJUlU,0.355,0.952,4.0,-5.769,0.0,0.0454,0.0329,0.0191,0.968,0.591,136.464,252892.0,4.0,0
I Believe - Live,R.E.M.,spotify:track:6HpadVYWphrNnI320dXEu3,0.203,0.937,5.0,-5.013,1.0,0.153,0.0168,0.0,0.917,0.486,169.404,251833.0,4.0,0
I Remember California - Live,R.E.M.,spotify:track:5wpNlwLSaUON5Ndq3y98uN,0.322,0.818,11.0,-6.704,0.0,0.0376,0.007,0.245,0.708,0.393,99.668,323577.0,4.0,0
Get Up - Live,R.E.M.,spotify:track:545QcpeCGvqzblHuZl7hrz,0.368,0.988,9.0,-4.571,1.0,0.0833,0.000249,0.0169,0.97,0.302,127.189,154365.0,4.0,0
Life And How To Live It - Live,R.E.M.,spotify:track:0UItiiSOwPC7ye8E517BZ8,0.204,0.961,7.0,-5.277,1.0,0.337,0.0701,0.0405,0.97,0.282,168.713,263268.0,4.0,0
It's The End Of The World As We Know It (And I Feel Fine) - Live,R.E.M.,spotify:track:6fmu17Q8LbHOoKcQfanIbb,0.399,0.991,7.0,-5.085,1.0,0.119,0.00359,1.53e-06,0.997,0.447,105.546,272489.0,4.0,0
Pop Song 89 - Live,R.E.M.,spotify:track:6KUtoBxzFkpDhGFjOWiclQ,0.361,0.971,2.0,-4.852,1.0,0.123,0.00224,0.232,0.989,0.532,127.462,189878.0,4.0,0
You Are The Everything - Live,R.E.M.,spotify:track:6Kt22eY25Ea5rUU2Fi36fy,0.343,0.584,7.0,-9.138,1.0,0.0314,0.0239,0.0,0.972,0.444,130.096,269039.0,4.0,0
King Of Birds - Live,R.E.M.,spotify:track:5VDv7fygYy1oZkpPgJREgg,0.436,0.533,2.0,-10.559,1.0,0.0293,0.0691,0.000221,0.989,0.0832,94.505,309261.0,4.0,0
Strange - Live,R.E.M.,spotify:track:3BM6knZFlmr4zvwAYydu0g,0.342,0.948,7.0,-5.401,1.0,0.0778,0.00779,0.000239,0.966,0.544,135.998,164844.0,4.0,0
Low - Live,R.E.M.,spotify:track:3cZJNLRIWIwW5dA9SLzxYk,0.438,0.301,4.0,-11.944,0.0,0.0282,0.382,0.573,0.994,0.213,96.948,318764.0,4.0,0
Perfect Circle - Live,R.E.M.,spotify:track:3Oxzm2tp30Q9UHFWlMuqT9,0.526,0.842,0.0,-7.278,1.0,0.0373,0.52,0.0108,0.981,0.262,115.966,247973.0,4.0,0
Radio Song,R.E.M.,spotify:track:5UBeN0XvvIvnEjyp6uThr4,0.606,0.945,8.0,-5.436,1.0,0.0668,0.0593,0.0682,0.348,0.579,113.071,255133.0,4.0,3
Low,R.E.M.,spotify:track:1iJLyYspcbBW4oghhiFny0,0.55,0.418,11.0,-7.728,0.0,0.0249,0.551,0.862,0.111,0.373,103.403,296280.0,4.0,1
Near Wild Heaven,R.E.M.,spotify:track:378HOooPNo6LRIfVHb15nW,0.547,0.72,2.0,-5.419,1.0,0.0274,0.168,0.00258,0.346,0.836,124.139,199360.0,4.0,3
Endgame,R.E.M.,spotify:track:07k79SwfB5Ot1vze9qbCJi,0.579,0.489,9.0,-8.71,1.0,0.0269,0.103,0.901,0.15,0.659,89.143,230240.0,4.0,1
Belong,R.E.M.,spotify:track:2RG3KoPJ4OUk9wR3rNsojK,0.526,0.728,7.0,-4.517,1.0,0.0292,0.0323,0.745,0.218,0.57,102.599,246547.0,4.0,3
Half A World Away,R.E.M.,spotify:track:0mglqLULsaV6sIYnQpXSY7,0.417,0.592,7.0,-4.833,1.0,0.0273,0.421,0.000763,0.202,0.355,63.496,207947.0,4.0,3
Texarkana,R.E.M.,spotify:track:7HiCcbCUj5KmyM1vsfIUlO,0.375,0.845,2.0,-3.714,1.0,0.0407,0.0222,0.336,0.2,0.934,143.662,219560.0,4.0,3
Me In Honey,R.E.M.,spotify:track:6MNzgVslfd54vz89uAMd7Q,0.559,0.795,1.0,-4.264,1.0,0.0331,0.00872,8.58e-06,0.086,0.198,129.128,248120.0,4.0,3
Losing My Religion 1 - Demo,R.E.M.,spotify:track:0zILa08bYFsIrt9Bjd5nue,0.675,0.753,9.0,-8.386,0.0,0.0406,0.0769,0.865,0.136,0.955,121.715,240159.0,4.0,2
Near Wild Heaven 1 - Demo,R.E.M.,spotify:track:6vA5OJxuVZ94cd0yVjeuYy,0.575,0.694,2.0,-9.36,1.0,0.0318,2.01e-05,0.626,0.378,0.792,116.445,244723.0,4.0,3
Shiny Happy People 1 - Demo,R.E.M.,spotify:track:0HGKG0QVXHMllRuPWzVlpp,0.523,0.782,11.0,-8.85,0.0,0.0329,0.00503,0.829,0.433,0.716,119.385,193713.0,4.0,2
Texarkana 1 - Demo,R.E.M.,spotify:track:7Fj7dAyIe9DCEhiJ62yr0C,0.489,0.769,2.0,-10.079,1.0,0.0299,9.21e-05,0.802,0.177,0.913,133.328,227388.0,4.0,3
Untitled Demo 2,R.E.M.,spotify:track:7xEaMMUBMrJjlEFQQ96AuO,0.414,0.673,7.0,-7.624,1.0,0.0279,1.34e-05,0.841,0.347,0.549,88.017,211163.0,4.0,1
Radio - Acoustic (Radio Song 1) - Demo,R.E.M.,spotify:track:6GSAKdLuj7YRIHQ6ueCnbh,0.496,0.548,9.0,-8.129,1.0,0.0261,0.5,0.26,0.261,0.569,110.987,252944.0,4.0,4
Near Wild Heaven 2 - Demo,R.E.M.,spotify:track:0TRtRnA5AxBCvTZ5VLw4ot,0.626,0.656,2.0,-7.707,1.0,0.0292,0.00474,0.212,0.374,0.884,119.003,216965.0,4.0,3
Shiny Happy People 2 - Demo,R.E.M.,spotify:track:1Bxo0fa8So7pzDhnEH1CCt,0.591,0.742,6.0,-7.295,0.0,0.0303,0.00212,0.315,0.633,0.812,121.048,235333.0,4.0,0
Slow Sad Rocker (Endgame) - Demo,R.E.M.,spotify:track:7AhwFRl0uUVSWnMsfbQAOy,0.768,0.462,9.0,-10.552,1.0,0.0506,0.385,0.822,0.115,0.844,89.229,269875.0,4.0,1
Radio – Band (Radio Song 3) - Demo,R.E.M.,spotify:track:28AzPNK92xQnce016pB02e,0.559,0.701,9.0,-7.086,1.0,0.0267,0.199,0.149,0.438,0.833,112.894,261961.0,4.0,3
Losing My Religion 2 - Demo,R.E.M.,spotify:track:6F5x3QgA0TC6l0zsBfuzVG,0.731,0.792,9.0,-6.537,0.0,0.0296,0.00663,0.00054,0.18,0.957,122.099,273968.0,4.0,2
Belong - Demo,R.E.M.,spotify:track:0vOQQQP1YNW5Ae9kb94rzf,0.505,0.683,7.0,-7.241,1.0,0.0244,0.000993,0.821,0.0772,0.652,98.514,255588.0,4.0,1
Blackbirds (Half A World Away) - Demo,R.E.M.,spotify:track:07ong0BFwbAueSOTEdVSE3,0.347,0.556,7.0,-8.531,1.0,0.0337,0.11,0.000233,0.328,0.512,126.334,204743.0,4.0,3
Texarkana - Demo,R.E.M.,spotify:track:66uHZu6QUzm0F4wV723FBa,0.481,0.862,11.0,-5.805,0.0,0.0277,0.000134,0.000896,0.211,0.88,140.825,242594.0,4.0,2
Country Feedback - Demo,R.E.M.,spotify:track:3NgGMqo2wi8huwXWlJ9P5R,0.471,0.424,7.0,-8.926,1.0,0.026,0.00756,0.131,0.304,0.195,72.272,249463.0,4.0,4
Me On Keyboard (Me In Honey) - Demo,R.E.M.,spotify:track:7FY9NPJsWrI8mOvLhtAe0T,0.663,0.642,1.0,-8.422,1.0,0.0331,0.167,0.337,0.136,0.55,128.843,223101.0,4.0,3
Low - Demo,R.E.M.,spotify:track:2UpByutmBNZ0Ja2vqZlUr8,0.629,0.226,4.0,-11.936,0.0,0.0337,0.631,0.58,0.113,0.334,103.423,292112.0,4.0,1
40 Sec. (40 Second Song) - Demo,R.E.M.,spotify:track:43y62UughskH0LmTHLpd6J,0.297,0.275,9.0,-13.84,0.0,0.0289,0.536,0.789,0.134,0.37,88.837,82004.0,3.0,6
Fretless 1 - Demo,R.E.M.,spotify:track:6Gu5s6TX9MMK9OpXMt73JL,0.53,0.648,4.0,-9.103,1.0,0.0281,0.005,0.219,0.115,0.671,101.377,291193.0,4.0,3
Try Not To Breathe,R.E.M.,spotify:track:0FTqpkNIOkZVJ5hHivCSAN,0.423,0.583,7.0,-7.599,1.0,0.0394,0.0484,0.00166,0.0979,0.604,178.751,230400.0,3.0,6
New Orleans Instrumental No. 1,R.E.M.,spotify:track:3alQxv6jOg3RNX1Hk5kQhk,0.266,0.116,0.0,-20.693,1.0,0.0462,0.969,0.885,0.0973,0.114,69.602,135640.0,3.0,6
Sweetness Follows,R.E.M.,spotify:track:3gy4k1ZbiUqevSZTUmpWzr,0.314,0.289,7.0,-9.863,1.0,0.0313,0.277,0.0387,0.102,0.133,76.547,261320.0,4.0,4
Monty Got A Raw Deal,R.E.M.,spotify:track:17vIcYBnIi2o9tBfDkqWV2,0.678,0.701,0.0,-6.385,0.0,0.0273,0.0481,6.38e-06,0.105,0.377,118.542,197653.0,4.0,2
Ignoreland,R.E.M.,spotify:track:7DPOTEn6imY3K58gpljG4g,0.617,0.891,7.0,-4.551,1.0,0.0315,0.0361,0.00211,0.121,0.796,121.894,267453.0,4.0,3
Star Me Kitten,R.E.M.,spotify:track:5n26qx5vLCzYhraZqNitaQ,0.17,0.467,0.0,-9.345,1.0,0.0367,0.138,0.858,0.17,0.229,64.24,195907.0,4.0,1
Find The River,R.E.M.,spotify:track:0M9k4v7mWTqgto355wwS2v,0.422,0.511,2.0,-7.116,1.0,0.0271,0.156,1.17e-05,0.088,0.265,144.396,232560.0,4.0,3
Drive - Live,R.E.M.,spotify:track:2X1eFVZTZ9yW3FqK8RMfHQ,0.516,0.509,0.0,-9.761,1.0,0.0447,0.0188,0.00112,0.98,0.717,81.215,291027.0,4.0,0
Monty Got A Raw Deal - Live,R.E.M.,spotify:track:5raciVsbEnqCCwgUDmiSj3,0.409,0.654,2.0,-7.246,0.0,0.029,0.139,0.0,0.976,0.29,118.026,201267.0,4.0,0
Everybody Hurts - Live,R.E.M.,spotify:track:4uCvuCSeYHQOOEYkuD67VS,0.267,0.427,2.0,-11.143,1.0,0.0455,0.539,1.95e-05,0.448,0.402,175.087,438840.0,4.0,0
Man On The Moon - Live,R.E.M.,spotify:track:6YicIZj4iwyXmEizlaEc96,0.438,0.648,7.0,-9.215,1.0,0.0703,0.161,1.06e-05,0.692,0.559,118.543,387933.0,4.0,0
Losing My Religion - Live,R.E.M.,spotify:track:0xtgzvbPRLXjF0pEFo98xN,0.638,0.843,9.0,-7.174,0.0,0.0315,0.127,1.3e-05,0.742,0.624,125.76,271800.0,4.0,0
Country Feedback - Live,R.E.M.,spotify:track:5Y8kUX2JaLUBD5WJqqvLy8,0.396,0.447,7.0,-10.02,1.0,0.0318,0.425,0.0,0.851,0.242,140.658,292587.0,4.0,0
Begin The Begin - Live,R.E.M.,spotify:track:2gNMixTM0xojtWE6tV5GLa,0.387,0.963,9.0,-5.923,1.0,0.0917,0.000107,0.0221,0.456,0.345,124.182,207640.0,4.0,0
Fall On Me - Live,R.E.M.,spotify:track:4NsTyqJkQs46AM88R8Sf84,0.352,0.742,0.0,-8.011,1.0,0.0608,0.131,0.0,0.707,0.427,118.316,214293.0,4.0,0
Me In Honey - Live,R.E.M.,spotify:track:4aKJYZFel9NjjcWZKESdDQ,0.469,0.796,1.0,-7.298,1.0,0.0417,0.0163,2.26e-06,0.706,0.174,132.198,246640.0,4.0,0
Finest Worksong - Live,R.E.M.,spotify:track:7Gv6bpYuB0hzkPaDdTc2as,0.272,0.693,11.0,-9.173,1.0,0.0685,0.0229,1.81e-06,0.883,0.393,89.84,328067.0,4.0,0
Love Is All Around - Live,R.E.M.,spotify:track:3HxARiWwPyBlz8zXKyBSoj,0.498,0.459,2.0,-10.189,1.0,0.0265,0.135,0.146,0.681,0.623,93.966,203333.0,4.0,0
Funtime - Live,R.E.M.,spotify:track:4qIVduM6UE71fPtLSqjgGP,0.235,0.858,4.0,-6.342,0.0,0.0442,6.79e-05,0.0,0.449,0.431,137.594,136227.0,4.0,0
Drive - Demo,R.E.M.,spotify:track:1YorPNivy5c0Vuf3YYH0Yh,0.492,0.487,0.0,-9.776,1.0,0.0272,0.0846,4.45e-06,0.174,0.369,133.595,283640.0,4.0,3
Wake Her Up - Demo,R.E.M.,spotify:track:6VAiFPQjCzrBmtDf9Vg59m,0.642,0.809,9.0,-4.302,0.0,0.0272,0.0482,0.0,0.114,0.813,121.315,277227.0,4.0,2
Mike’s Pop Song - Demo,R.E.M.,spotify:track:5PFq7U1ewmWjK2M4idUjbQ,0.578,0.869,2.0,-4.971,1.0,0.0273,0.0234,2.77e-05,0.267,0.807,146.316,273027.0,4.0,3
C To D Slide 13 - Demo,R.E.M.,spotify:track:1OGP5TWI90dIyRUSaObLdQ,0.777,0.516,7.0,-6.923,1.0,0.0293,0.184,0.351,0.0855,0.632,116.969,335347.0,4.0,3
Cello Scud - Demo,R.E.M.,spotify:track:7hh1yEprTq0Cs6lZbI9HbS,0.279,0.272,2.0,-11.349,1.0,0.0355,0.22,0.0018,0.341,0.214,152.57,260320.0,4.0,4
10K Minimal - Demo,R.E.M.,spotify:track:5sFq3YxWScZS1l8XKMvI5O,0.464,0.426,2.0,-8.225,1.0,0.0261,0.196,0.00345,0.146,0.326,72.334,213187.0,4.0,4
Peter’s New Song - Demo,R.E.M.,spotify:track:6ZvAwr9XmdRlaxAPf2Njd1,0.671,0.736,11.0,-7.632,0.0,0.0377,0.0209,0.873,0.084,0.896,123.921,195467.0,4.0,2
Eastern 983111 - Demo,R.E.M.,spotify:track:17cQhX2hm1X6uKaUz4qLn3,0.581,0.758,0.0,-6.61,1.0,0.0269,0.166,0.00192,0.114,0.693,123.552,242640.0,4.0,3
Bill’s Acoustic - Demo,R.E.M.,spotify:track:72wnDmtAVaVuDpRqWtKAmQ,0.875,0.303,9.0,-15.573,1.0,0.0884,0.614,0.834,0.363,0.517,115.938,173600.0,4.0,1
Arabic Feedback - Demo,R.E.M.,spotify:track:4FcYuX1FyjKPB0RFfNYFGS,0.673,0.406,6.0,-8.864,0.0,0.0418,0.03,0.858,0.0839,0.925,113.6,295200.0,4.0,1
Howler Monkey - Demo,R.E.M.,spotify:track:22w7NszEgoBbYm7EQiOGcJ,0.679,0.779,2.0,-7.104,1.0,0.0294,0.0168,0.893,0.0914,0.697,116.487,278627.0,4.0,1
Pakiderm - Demo,R.E.M.,spotify:track:1s8jBOIdP1nxP6PEicBDdq,0.219,0.14,0.0,-18.425,1.0,0.0392,0.968,0.874,0.0991,0.0837,69.334,213840.0,3.0,6
Afterthought - Demo,R.E.M.,spotify:track:4xiE00EfD9RAq0PwS6MlEi,0.63,0.224,2.0,-16.496,1.0,0.0472,0.622,0.97,0.401,0.929,110.906,236960.0,4.0,1
Bazouki Song - Demo,R.E.M.,spotify:track:6XLfbf0ffhKFuXnMRoWcHC,0.691,0.694,0.0,-7.046,1.0,0.0269,0.153,0.000155,0.141,0.401,116.462,184053.0,4.0,3
Photograph - Demo,R.E.M.,spotify:track:69tn458z5WnqXUpYPBJFuU,0.696,0.737,9.0,-6.432,1.0,0.0306,0.476,1.43e-05,0.0691,0.644,123.596,211627.0,4.0,3
Michael’s Organ - Demo,R.E.M.,spotify:track:7KvsSS3zeFupZpPyII4Hp5,0.536,0.296,2.0,-11.454,1.0,0.0314,0.656,0.0944,0.0873,0.435,187.109,272827.0,3.0,6
Pete’s Acoustic Idea - Demo,R.E.M.,spotify:track:0N3eK7YFw4Y5vh8OvJkd9D,0.621,0.398,0.0,-13.075,1.0,0.052,0.524,0.679,0.102,0.622,129.481,65893.0,4.0,1
6-8 Passion & Voc - Demo,R.E.M.,spotify:track:2czzjAZZ05QvAFBIye27qb,0.215,0.461,7.0,-9.333,1.0,0.0365,0.283,0.192,0.188,0.382,176.671,225733.0,3.0,6
Hey Love - Mike Voc / Demo,R.E.M.,spotify:track:4f9kSCkSKOID7fbXXHhATR,0.241,0.414,0.0,-11.443,1.0,0.0482,0.353,0.865,0.118,0.448,100.017,182533.0,3.0,6
Feeling Gravitys Pull - Remastered,R.E.M.,spotify:track:2xRU6juKQQHGPYEANoKEk4,0.386,0.734,4.0,-5.84,0.0,0.0355,0.577,0.0195,0.29,0.297,109.652,291053.0,4.0,2
Maps And Legends - Remastered,R.E.M.,spotify:track:50oEgpsMebHuesNkmVZSJE,0.495,0.72,2.0,-5.38,1.0,0.0288,0.167,0.897,0.119,0.795,116.457,190160.0,4.0,1
Life And How To Live It - Remastered,R.E.M.,spotify:track:1yB6adiY4n7DHjQPsM5Vgi,0.347,0.939,7.0,-4.779,1.0,0.104,0.352,4.7e-05,0.0804,0.554,169.663,247800.0,4.0,3
Old Man Kensey - Remastered,R.E.M.,spotify:track:3hAKqhnulc9JGS3q7ZG8jq,0.467,0.67,4.0,-5.393,1.0,0.0285,0.0393,0.467,0.112,0.685,113.28,249427.0,4.0,3
Can't Get There From Here - Remastered,R.E.M.,spotify:track:5dbP6EbzdsaEHIizOCswSM,0.48,0.831,4.0,-4.364,1.0,0.0424,0.00823,0.146,0.122,0.776,144.627,219787.0,4.0,3
Green Grow The Rushes - Remastered,R.E.M.,spotify:track:2q5WqgivCVnCxKXVbNzWs0,0.515,0.809,2.0,-4.864,1.0,0.0323,0.176,0.0124,0.0953,0.537,128.533,226307.0,4.0,3
Kohoutek - Remastered,R.E.M.,spotify:track:6CKZburvl5FlqaLw5AWPPU,0.418,0.877,2.0,-4.16,1.0,0.0402,0.167,0.762,0.296,0.833,125.617,198027.0,4.0,3
Auctioneer (Another Engine) - Remastered,R.E.M.,spotify:track:0uIylCclPvfhDuyejkSfpC,0.305,0.981,9.0,-4.341,1.0,0.0938,0.0146,0.00382,0.13,0.502,163.129,164587.0,4.0,3
Good Advices - Remastered,R.E.M.,spotify:track:5U4zPzghAIkk3Ifn4oHLki,0.508,0.767,9.0,-5.374,1.0,0.0297,0.0533,0.0113,0.105,0.676,113.875,210893.0,4.0,3
Wendell Gee - Remastered,R.E.M.,spotify:track:5L8DSEqpFxepnVHHI7wqEu,0.459,0.563,0.0,-6.321,1.0,0.0272,0.373,0.000435,0.127,0.547,143.237,185400.0,4.0,3
Auctioneer (Another Engine) - Athens Demo,R.E.M.,spotify:track:5cmCfJttbMfeyWHC4lhpUR,0.315,0.939,9.0,-5.011,1.0,0.119,0.0484,0.025,0.0906,0.626,157.762,172240.0,4.0,3
Bandwagon - Athens Demo,R.E.M.,spotify:track:62pmK2yU4dIdt3qe9Mt8ud,0.397,0.828,5.0,-4.029,1.0,0.0533,0.459,1.06e-05,0.127,0.81,155.806,144307.0,4.0,3
Can't Get There From Here - Athens Demo,R.E.M.,spotify:track:05vGAbwcQm0M1iWyIi7NjX,0.472,0.784,4.0,-5.293,1.0,0.0436,0.0188,0.391,0.109,0.743,142.03,220729.0,4.0,3
Driver 8 - Athens Demo,R.E.M.,spotify:track:4A9QsDKQox1rfFBNNo6t4C,0.425,0.892,7.0,-4.069,1.0,0.043,0.0799,5.18e-05,0.543,0.654,155.008,210973.0,4.0,0
Feeling Gravitys Pull - Athens Demo,R.E.M.,spotify:track:3jELkr5WdyDinh4EL48180,0.371,0.818,4.0,-6.909,0.0,0.047,0.201,0.0946,0.166,0.423,110.406,276027.0,4.0,2
Good Advices - Athens Demo,R.E.M.,spotify:track:4c3WN5SwzquL7M8gMRF9DC,0.463,0.776,9.0,-4.698,1.0,0.0372,0.388,0.0173,0.116,0.645,113.547,211427.0,4.0,3
Green Grow The Rushes - Athens Demo,R.E.M.,spotify:track:55vC0Gxl5yASiXZNrNY18n,0.554,0.854,2.0,-5.516,1.0,0.0289,0.0408,0.0132,0.313,0.805,127.897,227027.0,4.0,3
Hyena - Athens Demo/Life's Rich Pageant Version,R.E.M.,spotify:track:0fsa7IgePr9AtquP1J1Nmo,0.378,0.934,9.0,-5.029,1.0,0.0732,0.0961,0.171,0.142,0.679,163.189,173400.0,4.0,3
Kohoutek - Athens Demo,R.E.M.,spotify:track:160QbnsJdQgXfa3piJBhOD,0.536,0.77,2.0,-5.482,1.0,0.0273,0.0308,0.00369,0.0711,0.819,124.021,206360.0,4.0,3
Life And How To Live It - Athens Demo,R.E.M.,spotify:track:79EHL3K0ecx1DpIctE42Js,0.343,0.881,7.0,-4.917,1.0,0.0469,0.0235,0.385,0.0739,0.378,166.856,250467.0,4.0,3
Maps And Legends - Athens Demo,R.E.M.,spotify:track:3TKbpGQb45hr6mfO4EtTJS,0.494,0.768,2.0,-5.501,1.0,0.0284,0.0954,0.0711,0.279,0.733,114.873,191880.0,4.0,3
Old Man Kensey - Athens Demo,R.E.M.,spotify:track:3sNLX6O3EHkkc9VIr2jsie,0.455,0.724,4.0,-5.536,1.0,0.029,0.169,0.0577,0.102,0.682,113.481,247080.0,4.0,3
Throw Those Trolls Away - Athens Demo,R.E.M.,spotify:track:67Ju7nTxtfVllHUT1gOuYM,0.459,0.856,9.0,-5.598,1.0,0.0423,0.145,0.143,0.309,0.77,154.402,189773.0,4.0,3
Wendell Gee - Athens Demo,R.E.M.,spotify:track:6JUYfEMDUZquIg7XpB8lkS,0.368,0.54,0.0,-5.913,1.0,0.0253,0.8,0.000414,0.192,0.371,142.299,186973.0,4.0,4
Photograph,R.E.M.,spotify:track:686J75h8yQa44YGMjXztWm,0.615,0.845,6.0,-5.248,0.0,0.0374,0.118,0.0,0.0788,0.67,123.565,211002.0,3.0,2
"It's the End of the World as We Know It (And I Feel Fine) [100 Days, 100 Songs] [Live]",R.E.M.,spotify:track:7lpC8rp4pAQTADY7b8ezE1,0.389,0.992,7.0,-5.059,1.0,0.13,0.00414,2.26e-06,0.998,0.5,104.942,272493.0,4.0,0
Harborcoat,R.E.M.,spotify:track:3NNx4nJ42KMwFIwWtNLmit,0.426,0.922,8.0,-6.298,1.0,0.0416,0.00262,0.00071,0.308,0.755,156.337,234493.0,4.0,3
7 Chinese Bros.,R.E.M.,spotify:track:1JwJ1zTz4kPcNO2NW80Pp1,0.461,0.888,0.0,-6.966,1.0,0.0276,0.00258,0.0212,0.151,0.969,133.446,254200.0,4.0,3
Pretty Persuasion,R.E.M.,spotify:track:1nARRpXMvm7MeMMHWeuILK,0.369,0.96,2.0,-5.528,1.0,0.0361,0.00239,0.000855,0.306,0.929,159.055,230880.0,4.0,3
Time After Time (Annelise),R.E.M.,spotify:track:6qLdW5tEvAR0lATtRVaNbx,0.22,0.638,10.0,-6.257,0.0,0.0323,0.0735,0.00792,0.108,0.573,187.027,210773.0,4.0,2
Second Guessing,R.E.M.,spotify:track:1nzUWolHruaIbq0hAar4MF,0.357,0.966,4.0,-5.173,1.0,0.0516,0.00064,0.000718,0.371,0.803,170.374,169920.0,4.0,3
Letter Never Sent,R.E.M.,spotify:track:7rESET4Es1IDWg5TXiaGG9,0.445,0.856,1.0,-6.349,1.0,0.0277,0.125,0.0307,0.283,0.897,140.377,180067.0,4.0,3
Camera - Original Album Version,R.E.M.,spotify:track:0eg0NUo9jSmdVo1nnHH7j5,0.403,0.442,2.0,-8.868,1.0,0.0348,0.102,0.00362,0.138,0.262,95.217,351173.0,4.0,4
Little America - Original Album Version,R.E.M.,spotify:track:2rcpDCN8b2wyrR4xqMOtfx,0.337,0.978,2.0,-6.48,1.0,0.147,0.011,0.00956,0.575,0.217,163.26,222560.0,4.0,0
Femme Fatale - Live / 1984 Aragon Ballroom,R.E.M.,spotify:track:1IHIgzv13dvL89DEY5Tl87,0.281,0.706,0.0,-7.909,1.0,0.044,0.0389,9.07e-05,0.919,0.167,105.481,198227.0,4.0,0
Radio Free Europe - Live,R.E.M.,spotify:track:7u9PmkyjR0yBbYZYDoT4eZ,0.159,0.991,4.0,-5.933,1.0,0.559,0.0127,3.22e-05,0.871,0.13,164.16,234133.0,4.0,5
Gardening At Night - Live,R.E.M.,spotify:track:7rgj9uLd6r4nfEuYAuJRau,0.205,0.984,2.0,-5.77,1.0,0.408,0.00202,0.00242,0.846,0.349,167.863,217987.0,4.0,0
9-9 - Live,R.E.M.,spotify:track:4GhMVkufX2pik4fuQcIq7C,0.273,0.99,11.0,-5.641,0.0,0.44,0.00262,0.149,0.877,0.348,167.121,167827.0,4.0,0
Windout - Live,R.E.M.,spotify:track:4uq7VWy2eIHGyavi20Dchr,0.262,0.981,4.0,-6.037,0.0,0.586,0.0032,6.89e-05,0.621,0.218,168.421,133027.0,4.0,5
Letter Never Sent - Live,R.E.M.,spotify:track:4LjqGwKose8VHSS5T3SV6W,0.301,0.952,7.0,-7.041,1.0,0.313,0.0488,0.0188,0.733,0.125,141.98,183453.0,4.0,0
Sitting Still - Live,R.E.M.,spotify:track:7mJyN8sKR1ZYFojdMQG8X7,0.225,0.969,4.0,-7.0,1.0,0.467,0.00672,0.000729,0.798,0.41,159.628,192507.0,4.0,0
Driver 8 - Live,R.E.M.,spotify:track:0Alo1QfoybhdlY0EyKViNC,0.266,0.942,4.0,-7.138,0.0,0.247,0.0124,0.0635,0.427,0.372,164.465,207640.0,4.0,0
So. Central Rain - Live,R.E.M.,spotify:track:4guBpQZOz0felaufTNC9YH,0.282,0.951,4.0,-6.016,0.0,0.14,0.0901,0.019,0.615,0.483,152.939,203400.0,4.0,0
7 Chinese Bros. - Live,R.E.M.,spotify:track:0uD0cBnLcIngQrpwP2z8G0,0.333,0.962,7.0,-7.02,1.0,0.165,0.013,0.0493,0.963,0.592,140.389,267173.0,4.0,0
Harborcoat - Live,R.E.M.,spotify:track:7CfEAlzAmCW5JUwCvteaEl,0.237,0.938,9.0,-7.533,1.0,0.456,0.138,0.04,0.677,0.291,160.956,274000.0,4.0,5
Hyena - Live,R.E.M.,spotify:track:5NZ2YL7YT747qtgOkbbLYK,0.31,0.974,9.0,-6.678,1.0,0.299,0.0728,2.9e-05,0.334,0.281,163.681,206293.0,4.0,5
Pretty Pursuasion - Live,R.E.M.,spotify:track:08hfEieP10GRW6lohiACuf,0.203,0.972,6.0,-6.287,0.0,0.261,0.0466,0.00182,0.942,0.466,167.347,228827.0,4.0,0
Little America - Live,R.E.M.,spotify:track:3klEKeF1iJZQt3Jytch2gI,0.132,0.988,7.0,-7.252,1.0,0.546,0.0303,2.38e-06,0.936,0.0745,169.803,203187.0,4.0,0
Second Guessing - Live,R.E.M.,spotify:track:2WVaFouxPlxrmeOQeW9sYR,0.0996,0.989,4.0,-6.585,1.0,0.526,0.0865,0.000642,0.991,0.136,171.945,187173.0,4.0,0
(Don't Go Back To) Rockville - Live,R.E.M.,spotify:track:5Zb5qMwkLCIlClOqIThMZo,0.318,0.957,4.0,-6.451,1.0,0.103,0.01,0.0074,0.814,0.58,161.412,269853.0,4.0,0
Pilgrimage,R.E.M.,spotify:track:23rI6OaNsZ6VwjfqSNG0MN,0.595,0.776,5.0,-7.388,0.0,0.127,0.085,0.00604,0.165,0.58,125.75,269360.0,4.0,2
Laughing,R.E.M.,spotify:track:2RuQ9dNESJ1L612SFo0iqp,0.487,0.837,4.0,-7.969,1.0,0.037,0.00706,0.0929,0.145,0.746,149.075,237587.0,4.0,3
Talk About The Passion,R.E.M.,spotify:track:6zZzBsbPNpTtwlkFSXLwnf,0.581,0.874,2.0,-6.517,1.0,0.0381,0.0442,0.0471,0.159,0.617,132.435,201467.0,4.0,3
