title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Jovial,still yung,spotify:track:4hCmMa1benzcqObgxDH2GU,0.677,0.354,2.0,-13.739,1.0,0.0377,0.6,0.844,0.109,0.259,82.534,132272.0,3.0,1
Dizzy Dino,Dee Dee Kidd,spotify:track:0JEt2ZD8qL4JNMb2klnalV,0.675,0.586,0.0,-9.327,1.0,0.0555,0.472,0.851,0.104,0.376,169.942,168484.0,4.0,1
A Man Who Believed in Dreams,Moonspatz,spotify:track:62iYwsZOs7j0aqjZgx9BIB,0.773,0.549,9.0,-12.097,1.0,0.258,0.778,0.498,0.118,0.664,139.994,112648.0,4.0,5
Jamestown,Foyhandic,spotify:track:7jVM7etH863S5Kd3UUbyi1,0.763,0.451,11.0,-14.296,1.0,0.0883,0.95,0.897,0.111,0.0401,101.999,136471.0,4.0,1
Force Feedback,Lofi Builder,spotify:track:0w9mjaNDDqIPYXHUz3qFAe,0.742,0.617,10.0,-8.431,1.0,0.0561,0.645,0.851,0.11,0.586,93.031,106694.0,4.0,1
Bones,Flapjaques,spotify:track:4zGRw5NdOfbW8vxB7YjzIG,0.563,0.262,3.0,-18.676,1.0,0.0514,0.901,0.852,0.104,0.14,61.499,126830.0,4.0,1
Azimuth,Dpsht,spotify:track:4AjTXBjdeUeZqSWgHYu4FI,0.66,0.261,7.0,-18.111,1.0,0.422,0.962,0.866,0.0959,0.617,72.835,100819.0,4.0,1
Brisa,B.L.U.N.T.S,spotify:track:6O2t4VFjkgKLUBVDqpycay,0.718,0.373,3.0,-9.162,0.0,0.0377,0.645,0.915,0.11,0.608,151.916,117630.0,4.0,1
You Up?,rasya,spotify:track:3YcM62cCaGGlf25Rr1TujM,0.631,0.277,4.0,-13.779,1.0,0.0332,0.275,0.898,0.116,0.166,85.029,118588.0,4.0,1
The Sun's Out,"Sarah, the Illstrumentalist",spotify:track:6o9mwul55Hxm88JVGCNDCo,0.707,0.327,0.0,-8.562,1.0,0.0621,0.288,0.06,0.109,0.244,82.155,131875.0,4.0,4
Empty Moon,Nosllyah,spotify:track:1xy3JSeAaBeOvnUu2SOhFI,0.624,0.289,0.0,-18.644,1.0,0.0596,0.923,0.788,0.069,0.0968,95.863,160000.0,5.0,1
Jazzy Bar,Jost Esser,spotify:track:6RBZmrw7Q9MhFuFC4UAG9V,0.569,0.246,0.0,-12.328,0.0,0.0383,0.811,0.884,0.104,0.338,82.056,120000.0,4.0,1
Feeling All Over It,Felipe Gordon,spotify:track:3vRXX4bwUkVNpwXx0Ocvyw,0.767,0.383,8.0,-9.982,0.0,0.312,0.367,0.902,0.428,0.795,177.998,157141.0,4.0,5
Get Around,Midan,spotify:track:2eHStivbidndrZC8NNiOfM,0.755,0.335,1.0,-9.003,1.0,0.0402,0.715,0.861,0.107,0.6,80.987,118519.0,4.0,1
Dynosaw,Kuartz,spotify:track:4IjY0Grj8zQcYkjSdqgRYD,0.745,0.443,10.0,-5.755,0.0,0.343,0.147,0.824,0.0849,0.641,177.996,175281.0,4.0,5
Lighters on the run,RainDear,spotify:track:0ntZyu6XVbErYJk0yOBmKQ,0.709,0.477,2.0,-13.221,1.0,0.0625,0.721,0.932,0.103,0.218,87.991,131761.0,4.0,1
Delayed,Polo Stay,spotify:track:6FNa183UTSc2bgY1hjCBnV,0.835,0.276,6.0,-12.471,1.0,0.322,0.129,0.842,0.109,0.782,86.122,117209.0,4.0,5
Turn Up The Jazz,Mr. Freed,spotify:track:7hGjqkMCx9CywPQwemv3AW,0.703,0.474,11.0,-10.559,1.0,0.0553,0.135,0.792,0.125,0.757,86.005,129070.0,4.0,1
Caladium,Ruth de las Plantas,spotify:track:3GWb2UFRdvjfeUYCFsDuhv,0.539,0.67,7.0,-9.15,1.0,0.0304,0.672,0.88,0.128,0.0376,94.0,158727.0,4.0,1
Hourglass,KLIM,spotify:track:3OmQARxvER4irk4nXByqPX,0.801,0.272,11.0,-9.561,0.0,0.0666,0.0942,0.813,0.163,0.481,86.932,204500.0,4.0,1
Golden Skin,"Sarah, the Illstrumentalist",spotify:track:2WIkgLazRptoY6fxVmhoGA,0.795,0.39,7.0,-7.281,1.0,0.221,0.0848,0.834,0.117,0.579,92.018,129135.0,4.0,1
How U Livin' - Instrumental,Marcus D,spotify:track:1YPb4H224rLjcRgcZrnnnE,0.782,0.188,6.0,-12.345,1.0,0.322,0.00227,0.925,0.0986,0.776,88.998,146306.0,4.0,1
future retro,stonefold,spotify:track:4W0VbKOx9nIMl822qQHef1,0.689,0.502,8.0,-6.277,1.0,0.0617,0.549,0.938,0.0823,0.505,79.956,121500.0,4.0,1
central park,Grmmr.126,spotify:track:3eP5ZjO2GZIqf6A9PxmRe1,0.757,0.384,6.0,-10.453,0.0,0.275,0.724,0.804,0.104,0.731,88.999,118652.0,4.0,1
Stay,Brad Enbata,spotify:track:7lrLhtC4gnvQcuPMYpKsSm,0.764,0.256,7.0,-12.086,1.0,0.0322,0.953,0.936,0.123,0.204,145.973,160000.0,4.0,1
Tormenta de verano,YetBaby,spotify:track:6JTVJxpOlsmmTUllV8Ifyw,0.728,0.365,0.0,-6.413,1.0,0.0653,0.677,0.922,0.11,0.2,76.134,108308.0,4.0,1
The Tides,eau n!ce,spotify:track:3d2PSKPmqMXGfhAfgp9T0q,0.535,0.257,9.0,-9.712,0.0,0.105,0.462,0.922,0.112,0.592,159.176,125736.0,4.0,1
Feelin' It,Aviscerall,spotify:track:478E7Eaxc65sood3JWaFTt,0.869,0.305,4.0,-14.062,1.0,0.142,0.669,0.935,0.108,0.621,138.039,144348.0,4.0,1
freedom,Linearwave,spotify:track:31SIuAcWYSfKiyPrIn7sWK,0.681,0.53,0.0,-9.489,0.0,0.0411,0.651,0.862,0.141,0.494,116.885,140256.0,4.0,1
Labyrinth,SYNC.EXE,spotify:track:3It7lJ8SAP4jtO2QWSGvx0,0.479,0.189,6.0,-19.324,1.0,0.115,0.791,0.86,0.107,0.314,61.953,142611.0,3.0,1
Puzzled Thoughts,TossedOnion,spotify:track:43BTnyftewdKBJkenROtmX,0.599,0.128,7.0,-17.493,0.0,0.404,0.936,0.819,0.0786,0.175,174.062,124138.0,4.0,1
Denfer,Lofries,spotify:track:2gcMsTlJaX8erLjWH4LMpR,0.64,0.5,7.0,-9.521,1.0,0.0674,0.808,0.926,0.101,0.407,88.021,111818.0,4.0,1
How Much For This,Czapter,spotify:track:70N7X5aI5eQGZT3hbGKLVb,0.607,0.138,0.0,-17.498,0.0,0.0445,0.951,0.847,0.111,0.042,139.923,125143.0,4.0,1
"Getting Drxnk, Pt. 2 (Falling Into Oblivion)",Phlocalyst,spotify:track:23DN6mSSTo4eUPrVquLcrp,0.747,0.165,3.0,-13.499,1.0,0.191,0.857,0.874,0.111,0.443,81.945,143415.0,4.0,1
Rocco,Lownas,spotify:track:4Wddleseijsi0fozoFhYyN,0.685,0.599,5.0,-12.552,1.0,0.0494,0.102,0.913,0.11,0.792,220.16,152674.0,3.0,6
Gliding,Brad Enbata,spotify:track:6PqLv3nqov3gWGyjgEfqgT,0.659,0.155,4.0,-14.8,1.0,0.0367,0.694,0.607,0.108,0.0509,111.981,146786.0,4.0,1
Currents,Allem Iversom,spotify:track:14EIN2a94afMwsLe60SyPv,0.619,0.372,5.0,-18.628,0.0,0.0472,0.489,0.811,0.115,0.289,106.064,181132.0,4.0,1
breeze,Pleij,spotify:track:2zDWYWS2chzDw2XfObNJ6Y,0.693,0.556,5.0,-13.681,1.0,0.0642,0.636,0.91,0.124,0.934,79.988,138000.0,4.0,1
Moons Of Neptune,J. Lorenzo,spotify:track:3ytJslh6YkL4PwdH8NWxSC,0.524,0.375,5.0,-16.436,0.0,0.0327,0.917,0.956,0.094,0.373,83.995,156000.0,4.0,1
Decisions,Maedwun,spotify:track:5sSIVQ0r98WheE5hys8lzN,0.75,0.35,5.0,-8.524,1.0,0.205,0.441,0.457,0.184,0.753,81.521,142201.0,4.0,5
Tales,Handbook,spotify:track:0cGp9PAuT9wgZCFTaTE5Rw,0.717,0.259,7.0,-14.981,1.0,0.104,0.112,0.858,0.123,0.625,187.927,188936.0,4.0,1
Blufingo,Big Lend,spotify:track:4jVkFphgFaEbCpb5iKjF0R,0.698,0.282,10.0,-12.088,1.0,0.0359,0.688,0.866,0.318,0.126,80.021,102102.0,4.0,1
Preti,lorleaf,spotify:track:1XSXrQlUswO2uLlfo1VQoc,0.725,0.236,9.0,-6.793,0.0,0.0375,0.24,0.894,0.0818,0.342,83.036,145984.0,4.0,1
moon dance,Kinissue,spotify:track:7xFo5OmCUFCJIUFzRD2pJ0,0.598,0.21,7.0,-18.456,1.0,0.0401,0.89,0.201,0.16,0.284,145.985,121659.0,4.0,4
Waves in the Sea,YetBaby,spotify:track:1LulW6f7M6PcO8yFv2Pwsq,0.611,0.543,0.0,-11.66,0.0,0.0728,0.688,0.921,0.092,0.509,149.732,157140.0,4.0,1
Where Am I,ØDYSSEE,spotify:track:1lRNsp15ogEbwo9PR9AcnU,0.604,0.465,3.0,-8.584,0.0,0.0429,0.782,0.665,0.239,0.31,81.978,140488.0,4.0,1
Puff Puff Pass,Ol Wallace,spotify:track:5JivLODw80wtNGq2LGPSnt,0.726,0.177,5.0,-12.22,0.0,0.249,0.672,0.898,0.111,0.267,150.003,140800.0,4.0,1
ECCO,DREΔM CHOIR,spotify:track:3F4bz8Pfgapot1GYvA95oH,0.627,0.481,4.0,-11.523,0.0,0.0421,0.151,0.887,0.102,0.138,83.989,192500.0,4.0,1
Falling Apart,Handbook,spotify:track:7MiqgKtBYPjibIOjtC8KCL,0.655,0.43,5.0,-10.795,0.0,0.0298,0.54,0.0498,0.111,0.395,128.942,152627.0,4.0,4
Tequila Wolf,buggy beats,spotify:track:2JGQLnzOdBcZk6FGOIUOsJ,0.679,0.633,0.0,-16.854,1.0,0.0911,0.883,0.787,0.138,0.616,136.033,127000.0,4.0,1
Yukuku Plains,Mama Aiuto,spotify:track:48ANTawOjd6mxVY3QznAuy,0.704,0.386,5.0,-10.517,1.0,0.0409,0.505,0.905,0.116,0.574,83.178,138938.0,4.0,1
Longing,Jelly Soul,spotify:track:5wHzzG4MUlaVvbtr87F2Th,0.605,0.195,11.0,-12.099,0.0,0.068,0.683,0.688,0.132,0.357,169.914,135984.0,4.0,1
Spring kisses,KojimaBeats,spotify:track:6NXd3WApHhpjZGYyJ8Uzwm,0.833,0.303,11.0,-14.674,0.0,0.188,0.781,0.743,0.136,0.481,77.98,181317.0,4.0,1
freewillfree way,citi,spotify:track:1g4qBtD1d1lNJqoDCCyVB6,0.605,0.142,10.0,-19.076,0.0,0.053,0.961,0.902,0.107,0.163,76.026,126316.0,1.0,6
Big Tree,TyLuv.,spotify:track:0IXM3N0Z8bPBt0WGb3d44C,0.538,0.333,5.0,-16.96,0.0,0.0416,0.897,0.818,0.0975,0.223,139.899,133714.0,4.0,1
Lighthouse,YetBaby,spotify:track:4EiIosxCDXtb8fKimoO8dN,0.756,0.355,10.0,-10.178,0.0,0.0376,0.542,0.602,0.14,0.0809,70.037,151643.0,4.0,1
Grey,Prtcls,spotify:track:2Qa3g05qr0WKuCsGLTa5bF,0.725,0.373,7.0,-7.868,0.0,0.0463,0.472,0.865,0.0598,0.535,160.113,115628.0,4.0,1
jueves,RUIDO,spotify:track:1ZeE8lEyH4cpeZhPTppwlY,0.604,0.019,4.0,-22.026,0.0,0.0594,0.94,0.888,0.317,0.425,145.821,120373.0,4.0,1
Bumblebee,J. Lorenzo,spotify:track:0aZefCIdkcv9o25PEPpUbC,0.554,0.305,5.0,-13.822,1.0,0.0426,0.937,0.799,0.102,0.483,180.061,130666.0,4.0,1
After Hours,Adrian Planitz,spotify:track:4PQnaGcmRhJleUJcbTFV9B,0.795,0.444,0.0,-8.536,0.0,0.0578,0.56,0.904,0.116,0.676,153.975,141039.0,4.0,1
Goodbye,Spaceman,spotify:track:4R1ZwCIGwDOaeonuQasjFG,0.608,0.217,1.0,-12.168,0.0,0.0303,0.73,0.787,0.101,0.466,102.058,183005.0,4.0,1
Territorium,entsy,spotify:track:6RcabfuIGdM8ZgVjQUA7PB,0.633,0.485,0.0,-6.564,0.0,0.033,0.908,0.628,0.498,0.284,76.025,131369.0,4.0,1
Nightfall,Gas Lab,spotify:track:5p7nYKpEKnziLYyRugmSty,0.719,0.772,9.0,-7.062,0.0,0.106,0.125,0.818,0.0936,0.168,80.119,154880.0,4.0,1
Rakka,Project AER,spotify:track:7kggCOvxp4hWeWNmoQqCZ7,0.706,0.257,2.0,-15.147,1.0,0.0589,0.937,0.895,0.131,0.258,126.006,156000.0,4.0,1
vvvvv,mndbd,spotify:track:730sSA8L3lWdNdejWdboOn,0.487,0.27,11.0,-16.1,1.0,0.0895,0.842,0.763,0.193,0.796,139.069,91491.0,4.0,1
Being a kid again,Taffey,spotify:track:4gQrJ2sxAfRHiieviqbnsj,0.597,0.16,5.0,-18.118,1.0,0.039,0.777,0.892,0.141,0.281,70.099,153780.0,4.0,1
Farewell Fishing,Guustavv,spotify:track:3LhFhDwxUIdHj27xAyHS3x,0.56,0.629,7.0,-6.545,1.0,0.0885,0.798,0.234,0.193,0.473,59.209,135250.0,4.0,4
Who Am I (eh-eh) - Beat Edit,Koralle,spotify:track:7ECSUGLfQJclwIiBxps8o2,0.652,0.343,7.0,-13.816,1.0,0.0616,0.0986,0.866,0.121,0.176,86.069,168467.0,4.0,1
Rudeboy meets Moongirl,Johnny Flummox,spotify:track:4t8p5Tpr4yoidZtz4960h3,0.782,0.489,9.0,-6.417,0.0,0.259,0.107,0.288,0.0669,0.575,79.984,157375.0,4.0,5
Cape Cope,Otis Neon,spotify:track:2XkAawuv53Aabc6qgmuWB7,0.557,0.338,10.0,-10.356,0.0,0.0868,0.879,0.648,0.119,0.494,89.979,96000.0,4.0,1
Vice Versa,Knowsum,spotify:track:6fWOd2EumykhtNbVSv51D3,0.74,0.335,0.0,-12.155,1.0,0.0926,0.798,0.931,0.463,0.458,83.003,104096.0,4.0,1
summer forever,CHG,spotify:track:1WOa8ArMieyB4HCaGTwOkt,0.72,0.193,0.0,-17.202,1.0,0.181,0.947,0.905,0.14,0.343,167.9,142857.0,4.0,1
Cheap Motel,Fed Nance,spotify:track:3mi6jfYzvW5cy7Fsgn2bAL,0.643,0.309,2.0,-12.16,0.0,0.431,0.468,0.00374,0.121,0.519,60.489,128125.0,4.0,5
Second Wind,fnonose,spotify:track:1qt86RfAy3nwu6fyM7U0SV,0.464,0.205,0.0,-14.619,1.0,0.0679,0.921,0.523,0.112,0.262,151.587,164416.0,5.0,4
Same Old Paves,Sawibeatz,spotify:track:2TX8b9EUvT5uU4dkzEx8rQ,0.721,0.406,1.0,-10.147,0.0,0.107,0.759,0.938,0.178,0.672,82.017,154400.0,4.0,1
memorias,B dom,spotify:track:1nW1JlpnXEbt1eyuchf1kI,0.664,0.155,4.0,-20.251,1.0,0.0834,0.00389,0.723,0.194,0.432,75.033,108800.0,4.0,1
I'm tired,Florida Frank,spotify:track:3m1fJjA0qRAYm4AkMACOze,0.63,0.266,7.0,-14.81,1.0,0.0492,0.928,0.909,0.125,0.285,80.115,144000.0,4.0,1
Bees And Apple Trees,Heinrich Schlupf,spotify:track:4FeSdmoasdapuCFdMclAn6,0.702,0.263,4.0,-12.538,1.0,0.125,0.829,0.845,0.109,0.279,140.072,109714.0,4.0,1
on my way home,clay house,spotify:track:0JedetfqM3OjFXAWDZqPKF,0.598,0.443,0.0,-9.56,1.0,0.0382,0.78,0.89,0.272,0.446,89.047,140225.0,4.0,1
Colorful Place - Lofi Minecraft Music,LoCraft,spotify:track:7MCInTPGF1rAGh1BhNFjDo,0.632,0.139,7.0,-19.093,1.0,0.0383,0.89,0.846,0.117,0.234,67.988,186231.0,4.0,1
Same Old Vibe,Dolittlebeats,spotify:track:1qcob3MqEAXv1MZ7ASlq3q,0.673,0.283,0.0,-10.183,0.0,0.0571,0.672,0.886,0.11,0.603,80.089,120000.0,4.0,1
Deixa pra lá,Herr Kaschke,spotify:track:1Qs2Ed2WaGUbwjsC3E6ifp,0.864,0.692,7.0,-6.706,1.0,0.0666,0.207,0.902,0.0577,0.921,150.026,149406.0,4.0,1
Modal Minds,BLVKSHP,spotify:track:6lBudqA0GoXR2J7aUzYTmQ,0.878,0.275,7.0,-8.896,1.0,0.172,0.354,0.948,0.276,0.443,89.98,176000.0,4.0,1
McCoy the Master,dsntf,spotify:track:62wiShMjjwDT6ocsu9d1oY,0.751,0.488,7.0,-10.592,0.0,0.0962,0.358,0.885,0.292,0.583,85.02,115765.0,4.0,1
Playa del Amor,SanelliX,spotify:track:3SL8twBcud5RDSqmwC1vVZ,0.747,0.513,9.0,-10.959,1.0,0.0779,0.705,0.838,0.112,0.868,81.965,129566.0,4.0,1
Gardenia,DRWN.,spotify:track:5w1ghl8V9pLvMg8XclAzMs,0.747,0.19,6.0,-13.93,0.0,0.0805,0.822,0.381,0.312,0.708,76.978,124675.0,4.0,1
Downtown Blizz,Art Vandeley,spotify:track:3kOGZX0wgaeSeB5UDOg9j2,0.532,0.407,8.0,-6.948,1.0,0.0343,0.263,0.79,0.121,0.729,139.96,124286.0,4.0,1
Mondrian,Canapé,spotify:track:4tkM7fLATOTTXfHGkwmJtQ,0.583,0.399,6.0,-14.473,1.0,0.0973,0.962,0.903,0.209,0.72,67.013,125672.0,4.0,1
Too Much,saaaz,spotify:track:4Ly1tOpZDkgLBuVRZMnV6z,0.599,0.423,2.0,-13.451,1.0,0.0931,0.534,0.489,0.208,0.261,90.012,128000.0,4.0,1
Raindrops & Jazz,SkiDs,spotify:track:5A8u4hhSSBG41GRIF93rQx,0.792,0.55,1.0,-6.614,0.0,0.0597,0.0754,0.682,0.103,0.39,87.994,158182.0,4.0,1
Elevation,Mononome,spotify:track:6TLNyYVbZqzw0mJuNnrUhv,0.803,0.69,6.0,-5.033,0.0,0.166,0.078,0.847,0.115,0.718,80.283,150961.0,4.0,1
La Cucaracha Lo Fi,Chill Akiles,spotify:track:4AI6Mht83Dv2Gvs6PnWTdS,0.802,0.3,1.0,-8.252,1.0,0.0359,0.224,0.809,0.0988,0.355,79.021,213668.0,4.0,1
The Daily Grind,Sloppy Jo,spotify:track:0nwIq9DvzxXgVP8ZpH2vxw,0.812,0.639,6.0,-10.234,1.0,0.0814,0.252,0.785,0.107,0.54,89.989,98833.0,4.0,1
What Moves Me,Alexander IV,spotify:track:4a7bT36eojKD5MhenGhtwj,0.594,0.41,4.0,-7.058,0.0,0.0328,0.453,0.825,0.122,0.272,85.012,160996.0,4.0,1
Harz,Dorothe Mosh,spotify:track:2NcDXQUGrThglAJTiYe6P8,0.58,0.205,10.0,-13.801,1.0,0.09,0.828,0.908,0.106,0.356,183.907,125217.0,4.0,1
EYES,Silvan Strauss,spotify:track:7p0fqkMZzEnpzwaAF1BbDR,0.819,0.564,11.0,-10.42,1.0,0.11,0.613,0.828,0.109,0.603,95.083,139135.0,4.0,1
Broadway Walk,Mindscape,spotify:track:0clQQkVEUoEfdSRCvCZCfE,0.694,0.294,8.0,-12.867,0.0,0.144,0.297,0.931,0.179,0.6,88.045,136036.0,4.0,1
Strat Mode 5,trak-side,spotify:track:4XrZjM1DPZryBRSAMlBHvI,0.66,0.56,5.0,-9.277,0.0,0.0457,0.322,0.898,0.115,0.293,75.022,117600.0,4.0,1
Oldskool Issues,Fulton St Brunch Club,spotify:track:4RhQHgFjRNWuXppg40atRp,0.823,0.328,7.0,-7.019,1.0,0.0982,0.518,0.922,0.142,0.17,90.011,133333.0,4.0,1
Lighter Ocean,Ublom,spotify:track:0Lvill5eT46IKiqOrC6Dv4,0.573,0.33,6.0,-12.797,1.0,0.0353,0.575,0.851,0.109,0.174,139.964,142652.0,5.0,1
Situations,Yami Maho,spotify:track:7lI6VMsTS2jSI3GdDS5jEN,0.689,0.379,10.0,-14.422,0.0,0.0396,0.854,0.905,0.11,0.454,147.95,220541.0,4.0,1
Next Party,Mysterybops,spotify:track:1q9p3M7v0JhGsuRUjugWoC,0.486,0.399,10.0,-14.032,0.0,0.036,0.944,0.928,0.0979,0.817,75.031,105700.0,4.0,1
Bolero coqueto,Iván Rosa,spotify:track:4d5vaBa0RzD10nbAcewKiI,0.744,0.521,6.0,-8.419,1.0,0.0433,0.827,0.93,0.0833,0.743,79.025,135163.0,4.0,1
As I watched the moon,after noon,spotify:track:3iFWsTFNWueySGs8bavux0,0.583,0.28,4.0,-18.045,1.0,0.0316,0.836,0.915,0.119,0.0617,103.977,165000.0,4.0,1
No Nemesis,Knowsum,spotify:track:6YWWfTi3j1K1979gB8EQrq,0.725,0.328,10.0,-9.222,0.0,0.0638,0.455,0.907,0.126,0.838,81.926,111220.0,4.0,1
Daytrip,Cutecake,spotify:track:5Ef1hq4XPGM1l383CkgpEZ,0.71,0.528,0.0,-9.972,0.0,0.0689,0.366,0.922,0.118,0.459,175.617,121738.0,4.0,1
flat white,Wibke Komi,spotify:track:6nRWdo76A1pziRQxrQa47b,0.691,0.435,1.0,-9.505,1.0,0.0946,0.335,0.944,0.135,0.403,79.918,114000.0,4.0,1
Dreams Of Rio,Howie Doowin,spotify:track:5Njwk2AWB7N6K981muuUJ6,0.864,0.384,0.0,-12.838,0.0,0.0624,0.77,0.871,0.138,0.389,114.037,138947.0,4.0,1
Cumulus,KOMOREBI,spotify:track:7vZkNqCX4OiBN8IbKbGVcv,0.599,0.432,0.0,-10.269,1.0,0.0347,0.429,0.916,0.0945,0.17,147.89,141960.0,4.0,1
Relax Still,Ramsey Road,spotify:track:12iAlhtAyfoZFpDcrRJlGj,0.763,0.493,5.0,-11.932,0.0,0.0539,0.000945,0.588,0.111,0.455,134.002,189433.0,4.0,1
Hamaca,Chill&Go,spotify:track:7Abb7QdEgX9aSsR0FZ8I0R,0.741,0.517,3.0,-11.825,1.0,0.052,0.727,0.815,0.311,0.42,115.063,127304.0,4.0,1
Souls of Seoul,Ecobel,spotify:track:2eocRTWtVZxomWO3mpR1CX,0.548,0.426,7.0,-12.436,0.0,0.0332,0.829,0.927,0.118,0.0864,134.006,162421.0,4.0,1
Represent Me,Gesmis,spotify:track:1v7wGjvkQgNgKC5XmF8UiV,0.65,0.351,7.0,-10.398,1.0,0.173,0.131,0.774,0.364,0.415,165.905,120626.0,3.0,6
Baert,Oslo,spotify:track:21j64v2q4PkZsB1PGiRWwQ,0.729,0.185,10.0,-19.245,1.0,0.255,0.499,0.88,0.107,0.928,157.95,100253.0,4.0,1
Theoretical Shards,You're Good,spotify:track:3qrNPPM87gJUQAUiA2G4fA,0.845,0.662,7.0,-7.289,1.0,0.0442,0.887,0.699,0.09,0.525,160.003,194073.0,4.0,1
Underwater Romance,Sports & Music,spotify:track:4LPHcpmSEQgNl1mwhSJuxH,0.775,0.482,7.0,-10.789,1.0,0.0329,0.042,0.765,0.0802,0.878,90.0,143538.0,4.0,1
clear blue sky,Hicut Lopass,spotify:track:4iKXy98aDDZ1KqrU7PrAhB,0.735,0.324,7.0,-12.177,1.0,0.0653,0.688,0.932,0.161,0.663,82.997,124699.0,4.0,1
As rosas não falam,Geezmo,spotify:track:3M5uzEE4suvDYijAMb3TCf,0.715,0.374,0.0,-11.56,0.0,0.0305,0.772,0.443,0.0792,0.536,111.982,146000.0,4.0,1
Fireworks,SP-Mato,spotify:track:1TmP2q5VJzx3xSZ8Z3GWkI,0.768,0.434,7.0,-9.081,1.0,0.0745,0.0573,0.376,0.269,0.583,80.056,120000.0,4.0,3
Dreams,Sto Nii,spotify:track:6fojhxd965oyH9opYqDhjM,0.605,0.181,9.0,-11.511,1.0,0.0517,0.871,0.13,0.0746,0.185,75.992,126316.0,4.0,4
1890,Nalim,spotify:track:01RT5YfL1230VEJI4AWUIF,0.91,0.198,1.0,-7.679,1.0,0.709,0.94,0.946,0.0926,0.796,90.042,74674.0,4.0,5
Psychonaut Sutra,WX//CLTV,spotify:track:3rQXLFxsc6OcnHE8ikk5D3,0.616,0.393,7.0,-12.84,0.0,0.126,0.87,0.884,0.107,0.462,93.209,148743.0,4.0,1
Something in the Water,downstairs lantern,spotify:track:0Trgs5CzLfcXagLE62j8AS,0.597,0.532,9.0,-8.575,0.0,0.0942,0.277,0.885,0.126,0.721,114.214,139263.0,4.0,1
Umami,Calabrese,spotify:track:1gRP34sGSF2dvSvD5wgHmM,0.813,0.199,5.0,-10.823,0.0,0.326,0.96,0.942,0.119,0.427,180.045,106667.0,4.0,1
Laundry Club,Donkeychote,spotify:track:2r3LCsDdib5FSJRRqEIPsN,0.371,0.362,1.0,-16.011,1.0,0.09,0.782,0.909,0.109,0.289,173.127,151250.0,4.0,1
outer star,ideism,spotify:track:1jNdqPWWOEWYD9jjg8ioZd,0.805,0.686,11.0,-10.577,0.0,0.0469,0.391,0.936,0.086,0.755,126.989,117248.0,4.0,1
Coves,Lou Vega,spotify:track:4eMrVEWUgbd7CSeD1TDQuy,0.734,0.375,3.0,-11.684,0.0,0.0934,0.397,0.933,0.114,0.262,174.17,165517.0,4.0,1
Fingerprints,H I K E,spotify:track:4jDoTT0wBtdsjkSKmZ29TG,0.458,0.364,5.0,-13.983,0.0,0.154,0.387,0.798,0.102,0.618,180.174,106761.0,4.0,1
Dreamcatcher,Lichtboje,spotify:track:5UUkKg75wQ1qkAtmlLgmzB,0.701,0.352,3.0,-6.846,1.0,0.0339,0.0258,0.887,0.882,0.585,75.963,112895.0,4.0,0
Dream Chaser,Sepalot,spotify:track:50lIpk2S4VQI1SrO4Z4cHc,0.695,0.539,10.0,-11.322,0.0,0.032,0.68,0.977,0.0889,0.945,91.968,85435.0,4.0,1
Lucidez,Solo San,spotify:track:6uCIqEqbDqbE9s4ncZTnHL,0.59,0.574,9.0,-9.302,0.0,0.146,0.775,0.639,0.114,0.805,165.849,147431.0,4.0,1
I'll Be Home,Bobby Jerkins,spotify:track:7IAJ7W8QELJq7SiQHtBqw6,0.627,0.409,5.0,-6.753,1.0,0.18,0.928,0.79,0.118,0.301,80.101,123000.0,4.0,1
Together We Rise,With All Respect,spotify:track:7dPy1jjF1wDcZGSdtNjAeO,0.695,0.504,0.0,-11.144,1.0,0.0674,0.375,0.928,0.123,0.261,84.984,151110.0,4.0,1
Peaceful,Shy Guy,spotify:track:4Axg6NZIfBTkKBZmjcduEr,0.466,0.0598,2.0,-22.276,1.0,0.119,0.11,0.786,0.183,0.29,78.364,120007.0,4.0,1
Stay Plugged,Fed Nance,spotify:track:1mUzYMZHNvNOxjWHsaO8Xb,0.768,0.126,9.0,-14.394,0.0,0.0572,0.504,0.961,0.0877,0.723,146.071,158000.0,4.0,1
Synergy,Lofi Astronaut,spotify:track:01ArL6Ix0SUyFHkAGAMBE2,0.658,0.222,9.0,-17.6,0.0,0.0971,0.348,0.893,0.105,0.199,134.006,173731.0,4.0,1
Golden Sun,Yung Dark,spotify:track:6ZFfHW8Otp52AhrKDQxaCA,0.745,0.25,11.0,-12.124,0.0,0.377,0.937,0.478,0.103,0.407,100.073,98000.0,4.0,5
Suteki,ONO1,spotify:track:596sWEK46ADG75NHYdg6Ck,0.642,0.417,1.0,-10.161,1.0,0.172,0.98,0.192,0.143,0.159,62.998,106667.0,4.0,4
Waves,Bjorn Slips,spotify:track:6FkdVFgxyaWdjjDSCxh0Vo,0.66,0.297,4.0,-10.651,0.0,0.0299,0.276,0.899,0.105,0.141,79.957,138000.0,4.0,1
onix,tres islas,spotify:track:1epqSO56dqLrjc1bPOOUTw,0.84,0.457,0.0,-15.464,1.0,0.204,0.556,0.931,0.0814,0.643,132.937,147970.0,4.0,1
